latitude,longitude,speed,rpm,fuel_level,ignition_status,battery_level,satellites_used,timestamp,gps_id,distance_from_last
-6.93059,107.67529,42,,,,13.2,11,2025-07-14T16:34:16.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93101,107.67495,26,,,,12.1,7,2025-07-14T16:34:31.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93142,107.67487,80,,,,12.5,9,2025-07-14T16:34:44.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93157,107.67514,45,,,,13.2,7,2025-07-14T16:34:49.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93203,107.67525,54,,,,12.6,12,2025-07-14T16:34:58.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93231,107.67543,72,,,,12.8,9,2025-07-14T16:35:06.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93188,107.67518,18,,,,12.2,10,2025-07-14T16:35:16.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93158,107.67547,85,,,,13.2,11,2025-07-14T16:35:21.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93159,107.67562,96,,,,13.1,6,2025-07-14T16:35:34.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93204,107.67554,89,,,,12.8,8,2025-07-14T16:35:49.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93234,107.67552,76,,,,12.6,5,2025-07-14T16:36:00.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93185,107.67550,35,,,,12.2,11,2025-07-14T16:36:05.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93140,107.67582,13,,,,12.2,11,2025-07-14T16:36:16.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93107,107.67544,49,,,,12.8,8,2025-07-14T16:36:29.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93060,107.67574,68,,,,13.2,6,2025-07-14T16:36:40.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93079,107.67594,94,,,,13.0,10,2025-07-14T16:36:45.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.93059,107.67559,54,,,,13.2,6,2025-07-14T16:36:53.313701Z,ba407bc3-9c58-4d5b-9d62-9dc6976efabe,
-6.85330,107.60331,6,,,,12.3,9,2025-07-14T16:20:15.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85294,107.60291,77,,,,12.7,8,2025-07-14T16:20:30.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85258,107.60301,67,,,,12.7,11,2025-07-14T16:20:43.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85255,107.60289,1,,,,12.2,7,2025-07-14T16:20:51.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85290,107.60318,52,,,,12.4,12,2025-07-14T16:21:06.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85289,107.60285,9,,,,12.7,6,2025-07-14T16:21:16.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85327,107.60334,100,,,,12.4,8,2025-07-14T16:21:22.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85310,107.60321,5,,,,13.0,12,2025-07-14T16:21:29.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85303,107.60274,48,,,,12.6,10,2025-07-14T16:21:41.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85336,107.60243,24,,,,12.8,8,2025-07-14T16:21:52.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85326,107.60209,89,,,,13.4,8,2025-07-14T16:22:00.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85310,107.60221,70,,,,12.8,9,2025-07-14T16:22:15.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85286,107.60254,75,,,,12.9,7,2025-07-14T16:22:27.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85251,107.60253,88,,,,13.3,8,2025-07-14T16:22:40.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85275,107.60225,71,,,,12.2,12,2025-07-14T16:22:49.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85287,107.60272,88,,,,12.5,8,2025-07-14T16:23:02.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85266,107.60232,68,,,,13.0,6,2025-07-14T16:23:12.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85309,107.60278,3,,,,12.4,10,2025-07-14T16:23:19.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85303,107.60271,98,,,,12.3,10,2025-07-14T16:23:32.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85320,107.60224,98,,,,12.1,6,2025-07-14T16:23:47.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85344,107.60236,16,,,,12.9,11,2025-07-14T16:23:55.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85350,107.60231,37,,,,12.9,9,2025-07-14T16:24:03.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85373,107.60193,36,,,,12.9,6,2025-07-14T16:24:17.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85399,107.60233,42,,,,12.9,10,2025-07-14T16:24:30.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85361,107.60184,96,,,,12.7,7,2025-07-14T16:24:39.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85370,107.60230,79,,,,12.8,9,2025-07-14T16:24:45.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85347,107.60222,90,,,,12.4,11,2025-07-14T16:24:56.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85308,107.60246,41,,,,13.1,12,2025-07-14T16:25:03.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85349,107.60209,71,,,,12.7,5,2025-07-14T16:25:12.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85321,107.60194,40,,,,13.2,10,2025-07-14T16:25:22.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85365,107.60244,45,,,,13.3,12,2025-07-14T16:25:28.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85369,107.60226,90,,,,12.1,10,2025-07-14T16:25:34.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85409,107.60227,31,,,,12.9,9,2025-07-14T16:25:44.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85402,107.60240,9,,,,12.1,6,2025-07-14T16:25:53.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85368,107.60245,41,,,,13.2,12,2025-07-14T16:26:02.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85326,107.60206,20,,,,13.4,12,2025-07-14T16:26:07.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85295,107.60206,39,,,,13.2,8,2025-07-14T16:26:18.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85247,107.60251,22,,,,12.7,12,2025-07-14T16:26:28.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85295,107.60245,27,,,,12.2,8,2025-07-14T16:26:34.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85254,107.60292,82,,,,12.3,8,2025-07-14T16:26:40.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85223,107.60334,0,,,,13.1,10,2025-07-14T16:26:55.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85176,107.60321,21,,,,13.2,10,2025-07-14T16:27:10.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85161,107.60362,35,,,,13.2,7,2025-07-14T16:27:25.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85156,107.60376,83,,,,13.1,8,2025-07-14T16:27:39.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85128,107.60329,56,,,,12.3,12,2025-07-14T16:27:48.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85093,107.60308,38,,,,13.4,5,2025-07-14T16:28:03.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85088,107.60313,89,,,,12.2,11,2025-07-14T16:28:17.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85126,107.60356,81,,,,12.8,11,2025-07-14T16:28:26.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85082,107.60370,78,,,,12.8,10,2025-07-14T16:28:36.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85093,107.60413,47,,,,13.1,5,2025-07-14T16:28:42.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85071,107.60426,53,,,,12.5,6,2025-07-14T16:28:51.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85063,107.60469,7,,,,12.5,11,2025-07-14T16:28:59.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85076,107.60442,33,,,,12.6,6,2025-07-14T16:29:11.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85098,107.60483,10,,,,13.1,8,2025-07-14T16:29:18.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85112,107.60486,99,,,,12.4,9,2025-07-14T16:29:30.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85153,107.60440,5,,,,12.2,11,2025-07-14T16:29:40.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85202,107.60442,87,,,,12.5,9,2025-07-14T16:29:50.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85167,107.60420,71,,,,13.4,11,2025-07-14T16:30:00.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85189,107.60446,3,,,,12.4,5,2025-07-14T16:30:07.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85171,107.60407,8,,,,13.1,7,2025-07-14T16:30:18.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85213,107.60358,9,,,,13.3,9,2025-07-14T16:30:32.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85222,107.60313,82,,,,12.9,7,2025-07-14T16:30:43.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85265,107.60297,34,,,,12.3,6,2025-07-14T16:30:56.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85243,107.60299,55,,,,12.3,9,2025-07-14T16:31:11.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85232,107.60340,74,,,,12.3,6,2025-07-14T16:31:18.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85249,107.60372,14,,,,13.0,11,2025-07-14T16:31:29.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85238,107.60340,25,,,,13.0,6,2025-07-14T16:31:39.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85249,107.60379,96,,,,13.0,7,2025-07-14T16:31:53.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85204,107.60347,95,,,,12.9,11,2025-07-14T16:31:58.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85176,107.60301,20,,,,12.2,9,2025-07-14T16:32:09.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85140,107.60285,94,,,,13.0,10,2025-07-14T16:32:23.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85128,107.60297,96,,,,12.2,12,2025-07-14T16:32:35.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85134,107.60249,12,,,,12.5,6,2025-07-14T16:32:47.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85127,107.60289,40,,,,13.3,10,2025-07-14T16:32:55.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85113,107.60251,45,,,,13.3,8,2025-07-14T16:33:05.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85068,107.60211,57,,,,12.9,6,2025-07-14T16:33:11.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85068,107.60237,7,,,,12.4,12,2025-07-14T16:33:25.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85107,107.60235,96,,,,12.4,5,2025-07-14T16:33:32.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85063,107.60271,75,,,,12.8,5,2025-07-14T16:33:44.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.85015,107.60277,42,,,,13.5,9,2025-07-14T16:33:49.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84988,107.60228,71,,,,13.3,11,2025-07-14T16:33:56.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84977,107.60268,50,,,,12.9,6,2025-07-14T16:34:11.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84985,107.60289,71,,,,12.6,10,2025-07-14T16:34:26.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84959,107.60299,90,,,,13.4,9,2025-07-14T16:34:35.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84985,107.60280,31,,,,12.8,7,2025-07-14T16:34:46.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84964,107.60264,20,,,,12.8,10,2025-07-14T16:35:01.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84962,107.60257,52,,,,12.1,8,2025-07-14T16:35:15.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84927,107.60224,68,,,,12.4,12,2025-07-14T16:35:25.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84974,107.60240,50,,,,12.5,10,2025-07-14T16:35:40.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84926,107.60263,70,,,,13.0,8,2025-07-14T16:35:55.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84895,107.60236,63,,,,12.6,9,2025-07-14T16:36:09.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84902,107.60246,14,,,,13.4,5,2025-07-14T16:36:18.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84909,107.60207,71,,,,12.9,7,2025-07-14T16:36:33.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84899,107.60227,95,,,,12.2,7,2025-07-14T16:36:45.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84907,107.60236,68,,,,12.6,12,2025-07-14T16:36:57.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84939,107.60273,23,,,,13.3,6,2025-07-14T16:37:02.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84950,107.60309,15,,,,12.3,8,2025-07-14T16:37:13.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84911,107.60329,3,,,,12.2,12,2025-07-14T16:37:23.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84861,107.60341,84,,,,13.5,7,2025-07-14T16:37:31.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.84899,107.60296,2,,,,13.1,10,2025-07-14T16:37:44.313701Z,4e7e48dd-feca-4201-839a-606c81d5c98c,
-6.90478,107.61018,9,,,,13.3,12,2025-07-14T16:20:14.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90470,107.61066,93,,,,12.2,8,2025-07-14T16:20:22.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90501,107.61071,36,,,,12.3,7,2025-07-14T16:20:32.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90463,107.61048,80,,,,12.5,9,2025-07-14T16:20:46.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90415,107.61043,22,,,,13.3,9,2025-07-14T16:21:00.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90376,107.61030,32,,,,12.8,6,2025-07-14T16:21:11.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90364,107.61070,36,,,,12.2,6,2025-07-14T16:21:23.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90393,107.61066,52,,,,12.8,11,2025-07-14T16:21:35.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90364,107.61036,41,,,,12.5,8,2025-07-14T16:21:47.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90333,107.61059,41,,,,13.2,9,2025-07-14T16:21:54.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90289,107.61079,27,,,,12.6,9,2025-07-14T16:22:06.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90241,107.61041,16,,,,13.4,8,2025-07-14T16:22:17.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90193,107.61041,19,,,,12.6,5,2025-07-14T16:22:22.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90160,107.61057,63,,,,12.1,9,2025-07-14T16:22:34.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90157,107.61013,88,,,,12.6,8,2025-07-14T16:22:43.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90194,107.61037,31,,,,13.4,12,2025-07-14T16:22:51.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90159,107.61026,8,,,,12.1,7,2025-07-14T16:23:00.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90139,107.61039,89,,,,13.4,9,2025-07-14T16:23:10.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90135,107.61028,52,,,,12.6,12,2025-07-14T16:23:24.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90128,107.61012,47,,,,13.5,12,2025-07-14T16:23:36.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90162,107.61017,42,,,,12.4,9,2025-07-14T16:23:41.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90158,107.61035,50,,,,12.3,10,2025-07-14T16:23:47.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90113,107.61052,92,,,,12.5,9,2025-07-14T16:23:52.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90103,107.61081,13,,,,13.4,7,2025-07-14T16:24:01.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90102,107.61075,71,,,,12.6,8,2025-07-14T16:24:12.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90092,107.61123,92,,,,12.5,11,2025-07-14T16:24:21.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90134,107.61151,56,,,,12.1,9,2025-07-14T16:24:28.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90112,107.61147,58,,,,12.6,7,2025-07-14T16:24:43.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90155,107.61184,90,,,,12.2,7,2025-07-14T16:24:57.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90155,107.61172,25,,,,13.4,10,2025-07-14T16:25:12.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90172,107.61207,100,,,,12.3,6,2025-07-14T16:25:27.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90184,107.61158,84,,,,13.1,9,2025-07-14T16:25:40.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90204,107.61179,79,,,,13.4,10,2025-07-14T16:25:48.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90217,107.61167,54,,,,13.1,7,2025-07-14T16:26:02.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90167,107.61200,3,,,,13.5,12,2025-07-14T16:26:09.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90174,107.61183,25,,,,13.1,7,2025-07-14T16:26:20.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90220,107.61147,16,,,,12.5,7,2025-07-14T16:26:26.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90269,107.61180,3,,,,13.3,5,2025-07-14T16:26:34.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90274,107.61187,99,,,,12.7,10,2025-07-14T16:26:44.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90298,107.61166,100,,,,12.3,10,2025-07-14T16:26:51.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90303,107.61214,61,,,,13.3,11,2025-07-14T16:26:56.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90317,107.61218,26,,,,12.3,12,2025-07-14T16:27:01.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90314,107.61173,8,,,,12.4,10,2025-07-14T16:27:15.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90323,107.61162,74,,,,12.8,6,2025-07-14T16:27:20.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90332,107.61162,36,,,,13.3,8,2025-07-14T16:27:28.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90340,107.61186,69,,,,12.9,5,2025-07-14T16:27:40.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90293,107.61162,68,,,,12.7,11,2025-07-14T16:27:47.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90319,107.61192,87,,,,12.1,8,2025-07-14T16:27:52.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90282,107.61179,14,,,,12.6,9,2025-07-14T16:28:02.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90261,107.61178,83,,,,13.2,8,2025-07-14T16:28:16.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90293,107.61139,81,,,,12.6,10,2025-07-14T16:28:26.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90290,107.61163,14,,,,13.0,7,2025-07-14T16:28:39.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90277,107.61174,47,,,,12.3,11,2025-07-14T16:28:47.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90273,107.61215,56,,,,12.1,8,2025-07-14T16:28:52.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90288,107.61223,70,,,,13.5,10,2025-07-14T16:29:03.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90280,107.61224,68,,,,12.8,9,2025-07-14T16:29:13.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90265,107.61186,62,,,,12.5,9,2025-07-14T16:29:20.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90284,107.61177,43,,,,13.4,11,2025-07-14T16:29:31.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90259,107.61210,14,,,,12.8,5,2025-07-14T16:29:37.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90273,107.61256,55,,,,13.2,8,2025-07-14T16:29:49.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90305,107.61221,95,,,,12.3,8,2025-07-14T16:29:57.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90300,107.61244,29,,,,12.6,12,2025-07-14T16:30:06.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90309,107.61204,35,,,,12.7,8,2025-07-14T16:30:11.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90307,107.61210,61,,,,13.1,11,2025-07-14T16:30:22.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90311,107.61162,84,,,,12.6,11,2025-07-14T16:30:32.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90264,107.61183,5,,,,12.9,5,2025-07-14T16:30:47.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90219,107.61140,83,,,,12.8,7,2025-07-14T16:31:02.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90249,107.61177,100,,,,12.7,5,2025-07-14T16:31:12.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90295,107.61227,79,,,,12.7,10,2025-07-14T16:31:25.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90332,107.61209,54,,,,13.0,5,2025-07-14T16:31:39.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90317,107.61218,17,,,,12.3,10,2025-07-14T16:31:44.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90331,107.61242,93,,,,12.8,5,2025-07-14T16:31:55.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90282,107.61268,73,,,,13.2,6,2025-07-14T16:32:10.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90252,107.61288,3,,,,12.7,11,2025-07-14T16:32:25.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90280,107.61243,44,,,,12.3,5,2025-07-14T16:32:34.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90234,107.61222,58,,,,13.5,8,2025-07-14T16:32:48.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90202,107.61255,71,,,,12.7,5,2025-07-14T16:32:58.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90222,107.61266,55,,,,13.5,7,2025-07-14T16:33:08.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90266,107.61276,70,,,,12.5,10,2025-07-14T16:33:15.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90313,107.61274,90,,,,12.6,5,2025-07-14T16:33:30.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90276,107.61269,60,,,,12.8,5,2025-07-14T16:33:36.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90233,107.61226,19,,,,12.4,7,2025-07-14T16:33:47.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90281,107.61187,75,,,,13.0,6,2025-07-14T16:33:55.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90317,107.61207,80,,,,13.2,12,2025-07-14T16:34:07.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90331,107.61228,35,,,,12.9,5,2025-07-14T16:34:19.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90356,107.61182,31,,,,13.3,9,2025-07-14T16:34:30.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
-6.90382,107.61207,25,,,,13.3,8,2025-07-14T16:34:45.313701Z,24d607dc-a9d2-46b2-abfb-a1a2342a382a,
